"Name" "EVBT-20" "EVHCC-1954-luc" "EVHCC-1954" "EVT47D" "RNABT-20" "RNAHCC-1954-luc" "RNAHCC-1954" "RNAT47D" "SerumEV1" "SerumEV2" "SerumEV3" "SerumEV4" "SerumEV5" "SerumEV6" "SerumEV7" "SerumEV8"
"317" "GeneID317" 5 0 2 1 65 19 24 49 0 0 0 0 4 1 1 0
"318" "GeneID318" 3 1 2 40 7 19 24 978 0 0 0 0 0 1 0 0
"319" "GeneID319" 1 0 0 2 72 62 49 190 0 0 0 0 0 0 0 0
"320" "GeneID320" 125 91 55 163 19927 15847 14338 32457 62 41 53 46 111 36 47 51
"321" "GeneID321" 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0
"322" "GeneID322" 0 0 0 0 4 35 27 188 0 0 0 0 0 0 0 0
"323" "GeneID323" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"324" "GeneID324" 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"325" "GeneID325" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"326" "GeneID326" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"327" "GeneID327" 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0
"328" "GeneID328" 0 0 0 0 3 2 1 6 0 0 0 0 0 0 0 0
"329" "GeneID329" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"330" "GeneID330" 0 0 0 0 0 1 1 4 0 0 0 0 0 0 0 0
"331" "GeneID331" 0 0 0 0 10 2 7 4 0 0 0 0 0 2 0 0
"332" "GeneID332" 17 5 1 5 330 312 308 298 3 1 4 75 82 143 2 3
"333" "GeneID333" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"334" "GeneID334" 29 6 5 7 211 199 208 193 0 0 0 0 0 0 0 0
"335" "GeneID335" 0 0 0 0 42 27 46 139 0 0 0 0 0 0 0 0
"336" "GeneID336" 11 2 0 3 90 48 53 140 0 0 0 0 0 0 0 0
"337" "GeneID337" 0 0 0 0 6 3 7 1 0 0 0 0 0 0 0 0
"338" "GeneID338" 0 2 0 2 248 90 204 217 1 1 0 24 24 41 3 0
"339" "GeneID339" 2 0 0 0 33 0 0 11 0 0 0 0 0 0 0 0
"340" "GeneID340" 1 0 0 1 178 11 9 68 8 0 0 2 2 3 9 0
"341" "GeneID341" 0 0 0 0 0 5 4 11 0 0 0 0 0 0 0 0
"342" "GeneID342" 88 108 79 451 1836 2149 2251 11959 0 0 0 9 7 8 0 0
"343" "GeneID343" 0 0 0 0 5 2 3 0 0 0 0 0 0 0 0 0
"344" "GeneID344" 10 3 4 1 759 69 382 5 0 0 0 2 2 4 0 0
"345" "GeneID345" 5 7 2 0 320 192 258 192 0 0 0 0 0 0 0 0
"346" "GeneID346" 6 0 0 0 5 3 4 2 0 0 0 0 0 0 0 0
"347" "GeneID347" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"348" "GeneID348" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"349" "GeneID349" 0 0 0 0 0 3 4 1 0 0 0 0 0 0 0 0
"350" "GeneID350" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"351" "GeneID351" 158 1 1 5 5238 1 2 13 96 1 1 47 37 51 56 0
"352" "GeneID352" 7 0 0 0 983 0 1 0 11 2 0 5 10 5 13 0
"353" "GeneID353" 138 1 2 4 4108 1 5 5 62 1 1 30 41 34 39 0
"354" "GeneID354" 0 1 0 0 0 1 2 6 18 0 0 7 10 5 12 0
"355" "GeneID355" 2 2 1 0 239 311 238 74 1 0 0 2 7 2 4 0
"356" "GeneID356" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"357" "GeneID357" 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0
"358" "GeneID358" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"359" "GeneID359" 1 9 4 2 862 1235 1106 348 7 0 0 16 9 11 5 0
"360" "GeneID360" 0 1 0 26 6 11 15 3609 6 1 0 14 13 39 17 2
"361" "GeneID361" 0 0 0 1 0 0 0 121 0 0 0 0 0 0 0 0
"362" "GeneID362" 1 0 0 15 9 19 29 3446 2 0 1 3 6 9 3 0
"363" "GeneID363" 0 0 1 0 0 2 0 99 0 0 0 0 0 0 0 0
"364" "GeneID364" 0 199 92 80 54 29122 33314 15537 5 0 1 5 6 11 5 3
"365" "GeneID365" 0 0 1 0 0 95 149 28 0 0 0 0 0 0 0 0
"366" "GeneID366" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"367" "GeneID367" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"368" "GeneID368" 37 15 36 50 11 788 667 4621 46 19 29 20 25 21 33 34
"369" "GeneID369" 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0
"370" "GeneID370" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"371" "GeneID371" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"372" "GeneID372" 0 0 0 0 13 1 0 0 1 0 0 0 0 0 1 0
"373" "GeneID373" 0 0 0 0 0 231 246 3 0 0 0 0 0 0 0 0
"374" "GeneID374" 2 612 270 22 2 36791 71435 2982 5 2 3 9 1 1 1 3
"375" "GeneID375" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"376" "GeneID376" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"377" "GeneID377" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"378" "GeneID378" 0 2 0 2 0 0 0 0 1 5 2 0 2 3 0 4
"379" "GeneID379" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"380" "GeneID380" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"381" "GeneID381" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"382" "GeneID382" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"383" "GeneID383" 0 0 0 0 2 9 10 1 0 0 0 0 0 0 0 0
"384" "GeneID384" 7 12 6 2 713 771 829 338 5 0 0 5 11 6 8 1
"385" "GeneID385" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"386" "GeneID386" 0 0 0 1 0 3 9 67 0 0 0 0 0 2 0 0
"387" "GeneID387" 0 0 1 2 2414 963 2159 192 0 0 0 0 2 0 0 0
"388" "GeneID388" 308 447 270 48 24638 30505 33872 2458 137 11 7 189 205 234 98 18
"389" "GeneID389" 5 1 0 0 1738 846 1981 1442 0 0 0 1 0 0 0 0
"390" "GeneID390" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"391" "GeneID391" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"392" "GeneID392" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"393" "GeneID393" 0 2 0 0 27 33 41 30 0 0 0 0 0 0 0 0
"394" "GeneID394" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"395" "GeneID395" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"396" "GeneID396" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"397" "GeneID397" 0 0 1 0 0 1 12 0 0 0 0 0 0 0 0 0
"398" "GeneID398" 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
"399" "GeneID399" 0 0 0 0 9 13 8 7 0 0 0 0 0 0 0 0
"400" "GeneID400" 0 0 0 0 9 6 8 3 0 0 0 0 0 0 0 0
"401" "GeneID401" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"402" "GeneID402" 0 0 0 0 1 2 1 2 0 0 0 0 0 0 0 0
"403" "GeneID403" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"404" "GeneID404" 4 0 0 0 87 0 0 0 0 0 0 0 0 0 0 0
"405" "GeneID405" 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0
"406" "GeneID406" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"407" "GeneID407" 1 0 0 2 2 1 3 2 4 0 0 12 21 36 1 0
"408" "GeneID408" 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"409" "GeneID409" 0 0 0 0 6 1 2 1 0 0 0 0 0 0 0 0
"410" "GeneID410" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"411" "GeneID411" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"412" "GeneID412" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"413" "GeneID413" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"414" "GeneID414" 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
"415" "GeneID415" 0 0 0 0 165 14 3 5 9 0 0 0 4 1 5 0
"416" "GeneID416" 0 0 0 0 5 4 4 6 0 0 0 0 0 0 0 0
"417" "GeneID417" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"418" "GeneID418" 0 0 0 0 3 12 7 2 0 0 0 0 1 0 0 0
"419" "GeneID419" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"420" "GeneID420" 0 0 0 0 3 0 4 2 0 0 0 0 0 0 0 0
"421" "GeneID421" 10 3 0 1 860 214 333 206 5 0 1 2 3 3 3 2
"422" "GeneID422" 0 0 0 0 40 6 11 2 0 0 0 0 0 0 1 0
"423" "GeneID423" 346 68 35 0 12872 16884 19998 2 10 0 3 2 6 3 1 2
"424" "GeneID424" 0 4 0 0 67 75 48 0 0 0 0 0 0 0 0 0
"425" "GeneID425" 4 16 11 0 793 2150 2719 0 0 0 0 0 1 0 1 0
"426" "GeneID426" 1 0 0 0 13 40 26 0 0 0 0 0 0 0 0 0
"427" "GeneID427" 7 0 3 3 0 2 2 0 10 6 5 3 26 12 8 20
"428" "GeneID428" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"429" "GeneID429" 0 0 0 0 5 4 9 0 0 0 0 0 0 0 0 0
"430" "GeneID430" 61 50 38 0 3218 10405 15359 4 0 1 0 1 0 0 0 1
"431" "GeneID431" 0 0 0 0 4 8 5 6 0 0 0 0 0 0 0 0
"432" "GeneID432" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"433" "GeneID433" 0 0 0 0 25 5 6 11 0 0 0 0 0 0 0 0
"434" "GeneID434" 0 0 0 0 17 2 2 1 0 0 0 0 0 0 0 0
"435" "GeneID435" 1 0 0 0 67 10 16 6 0 0 0 0 0 0 0 0
"436" "GeneID436" 0 0 0 0 12 6 9 1 0 0 0 0 0 0 0 0
"437" "GeneID437" 0 0 0 0 1 1 5 0 0 0 0 0 0 0 0 0
"438" "GeneID438" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"439" "GeneID439" 91 49 33 11 6345 4215 6523 1366 24 5 3 8 12 10 14 5
"440" "GeneID440" 0 1 0 0 15 11 16 1 0 0 0 0 0 0 0 0
"441" "GeneID441" 19 10 9 4 2054 1517 2276 1576 13 1 0 3 3 5 16 1
"442" "GeneID442" 1 0 1 1 93 67 85 50 0 0 0 0 0 0 0 0
"443" "GeneID443" 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0
"444" "GeneID444" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"445" "GeneID445" 0 0 0 0 1 0 3 1 0 0 0 0 0 0 0 0
"446" "GeneID446" 24 36 16 8 12052 6420 9927 4017 36 1 7 12 16 8 31 1
"447" "GeneID447" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"448" "GeneID448" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"449" "GeneID449" 149 80 45 37 8416 12395 12330 5977 45 24 12 34 68 73 40 38
"450" "GeneID450" 10 5 0 3 135 163 147 76 0 0 0 0 0 1 0 0
"451" "GeneID451" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"452" "GeneID452" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"453" "GeneID453" 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0
"454" "GeneID454" 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0
"455" "GeneID455" 0 0 0 0 2 16 18 7 0 0 0 0 1 0 0 0
"456" "GeneID456" 0 0 0 1 1 1 5 3 0 0 0 0 0 0 0 0
"457" "GeneID457" 36 44 29 33 1488 1463 2547 2876 80 10 10 32 57 42 97 15
"458" "GeneID458" 0 0 0 0 16 8 11 6 0 0 0 0 0 0 0 0
"459" "GeneID459" 61 26 17 35 5372 3467 4302 4340 94 8 6 55 78 62 85 25
"460" "GeneID460" 5 6 6 0 2042 2218 3270 408 11 0 1 7 2 3 7 2
"461" "GeneID461" 0 0 1 0 15 26 14 4 0 0 0 0 0 1 0 1
"462" "GeneID462" 24 35 24 17 10350 10541 13438 9635 68 0 1 15 15 19 57 1
"463" "GeneID463" 0 0 0 0 26 15 23 12 0 0 0 0 0 0 0 0
"464" "GeneID464" 52 26 8 12 1919 2996 3880 1597 4 0 0 3 4 2 3 0
"465" "GeneID465" 0 0 0 0 17 10 27 3 0 0 0 0 0 0 0 0
"466" "GeneID466" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"467" "GeneID467" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"468" "GeneID468" 31 0 0 4 389 0 6 303 0 0 0 0 0 0 0 0
"469" "GeneID469" 3 0 0 1 217 0 1 148 0 0 0 0 0 0 0 0
"470" "GeneID470" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"471" "GeneID471" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"472" "GeneID472" 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0
"473" "GeneID473" 0 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0
"474" "GeneID474" 40 20 12 4 9300 9253 7647 545 10 0 1 24 32 26 32 3
"475" "GeneID475" 1 0 0 0 4 4 1 0 0 0 0 0 0 0 0 0
"476" "GeneID476" 0 0 0 0 54 28 39 3 0 0 0 0 0 0 0 0
"477" "GeneID477" 0 0 0 0 11 20 38 98 0 0 0 0 0 0 0 0
"478" "GeneID478" 6 14 11 6 1367 2370 1426 842 4 0 1 7 12 7 4 0
"479" "GeneID479" 3 5 2 4 416 1623 1214 2036 5 0 1 23 16 20 11 0
"480" "GeneID480" 0 2 0 0 47 44 85 149 0 0 0 0 0 2 0 0
"481" "GeneID481" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"482" "GeneID482" 0 2 1 2 79 362 346 731 2 0 0 2 5 1 0 2
"483" "GeneID483" 0 0 0 0 6 15 13 35 0 0 0 0 0 0 0 0
"484" "GeneID484" 0 0 0 0 8 19 19 14 0 0 0 0 0 1 0 0
"485" "GeneID485" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"486" "GeneID486" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"487" "GeneID487" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"488" "GeneID488" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"489" "GeneID489" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"490" "GeneID490" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"491" "GeneID491" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"492" "GeneID492" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"493" "GeneID493" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"494" "GeneID494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"495" "GeneID495" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"496" "GeneID496" 0 0 0 0 2 10 14 15 0 0 0 0 0 0 0 0
"497" "GeneID497" 0 0 1 1 29 18 24 44 0 0 0 0 0 0 0 0
"498" "GeneID498" 0 2 1 0 63 96 89 206 0 0 0 0 0 0 0 0
"499" "GeneID499" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"500" "GeneID500" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"501" "GeneID501" 11 1 2 10 228 265 99 645 3 1 2 0 0 0 4 0
"502" "GeneID502" 5 26 9 51 3258 1283 1287 9501 67 5 4 11 38 34 92 14
"503" "GeneID503" 0 0 0 0 9 20 32 15 0 0 0 0 0 0 0 0
"504" "GeneID504" 0 0 0 0 185 318 530 358 4 0 0 2 5 0 7 0
"505" "GeneID505" 1 0 0 0 78 27 56 24 0 0 0 0 0 0 0 0
"506" "GeneID506" 1 1 0 1 92 17 14 175 0 0 0 0 0 0 0 0
"507" "GeneID507" 0 1 3 6 1564 1230 1787 4143 5 0 1 6 9 13 13 2
"508" "GeneID508" 0 0 0 0 7 18 19 5 0 0 0 0 0 0 0 0
"509" "GeneID509" 14 35 13 43 6533 4219 10748 9212 14 5 5 5 18 17 16 10
"510" "GeneID510" 12 1 1 3 260 282 211 93 1 0 0 0 1 2 1 0
"511" "GeneID511" 5 11 7 12 1587 990 1380 710 27 5 4 23 43 48 34 13
"512" "GeneID512" 0 0 0 0 34 67 90 0 0 0 0 0 0 0 0 0
"513" "GeneID513" 11 19 6 0 3231 4516 7363 1 2 0 0 2 0 5 1 0
"514" "GeneID514" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"515" "GeneID515" 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
"516" "GeneID516" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"517" "GeneID517" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"518" "GeneID518" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"519" "GeneID519" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"520" "GeneID520" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"521" "GeneID521" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"522" "GeneID522" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"523" "GeneID523" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"524" "GeneID524" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"525" "GeneID525" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"526" "GeneID526" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"527" "GeneID527" 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0
"528" "GeneID528" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"529" "GeneID529" 0 0 0 0 5 1 2 0 0 0 0 0 0 0 0 0
"530" "GeneID530" 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
"531" "GeneID531" 0 0 0 0 0 1 3 6 0 0 0 0 0 0 0 0
"532" "GeneID532" 0 0 0 1 3 6 7 7 0 0 0 0 0 0 0 0
"533" "GeneID533" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"534" "GeneID534" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"535" "GeneID535" 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0
"536" "GeneID536" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"537" "GeneID537" 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0
"538" "GeneID538" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"539" "GeneID539" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"540" "GeneID540" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"541" "GeneID541" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"542" "GeneID542" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"543" "GeneID543" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"544" "GeneID544" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"545" "GeneID545" 0 0 0 0 7 0 4 2 0 0 0 0 0 0 0 0
"546" "GeneID546" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"547" "GeneID547" 0 0 0 0 5 4 6 1 0 0 0 0 0 0 0 0
"548" "GeneID548" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"549" "GeneID549" 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0
"550" "GeneID550" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"551" "GeneID551" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"552" "GeneID552" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"553" "GeneID553" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"554" "GeneID554" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"555" "GeneID555" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"556" "GeneID556" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"557" "GeneID557" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"558" "GeneID558" 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0
"559" "GeneID559" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"560" "GeneID560" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"561" "GeneID561" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"562" "GeneID562" 0 0 0 0 4 0 6 0 0 0 0 0 0 0 0 0
"563" "GeneID563" 0 0 0 0 2 2 3 1 0 0 0 0 0 0 0 0
"564" "GeneID564" 0 0 0 0 0 2 13 0 0 0 0 0 0 0 0 0
"565" "GeneID565" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"566" "GeneID566" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"567" "GeneID567" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"568" "GeneID568" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"569" "GeneID569" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"570" "GeneID570" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"571" "GeneID571" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"572" "GeneID572" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"573" "GeneID573" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"574" "GeneID574" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"575" "GeneID575" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"576" "GeneID576" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"577" "GeneID577" 0 0 0 0 7 8 4 4 0 0 0 0 0 0 0 0
"578" "GeneID578" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
"579" "GeneID579" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"580" "GeneID580" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"581" "GeneID581" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"582" "GeneID582" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"583" "GeneID583" 0 0 0 0 8 0 1 6 0 0 0 0 0 0 0 0
"584" "GeneID584" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"585" "GeneID585" 0 0 0 0 2 3 3 0 0 0 0 0 0 0 0 0
"586" "GeneID586" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"587" "GeneID587" 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0
"588" "GeneID588" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"589" "GeneID589" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"590" "GeneID590" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"591" "GeneID591" 0 1 0 0 2 5 5 0 1 1 1 2 0 0 0 1
"592" "GeneID592" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"593" "GeneID593" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"594" "GeneID594" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"595" "GeneID595" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"596" "GeneID596" 0 0 0 0 34 13 19 11 0 0 0 0 0 0 0 0
"597" "GeneID597" 0 0 0 0 3 6 4 3 0 0 0 0 0 0 0 0
"598" "GeneID598" 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0
"599" "GeneID599" 0 0 0 0 3 2 4 0 0 0 0 0 0 0 0 0
"600" "GeneID600" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"601" "GeneID601" 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0
"602" "GeneID602" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"603" "GeneID603" 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0
"604" "GeneID604" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"605" "GeneID605" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"606" "GeneID606" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"607" "GeneID607" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"608" "GeneID608" 1 0 0 1 6 8 3 1 0 0 0 0 0 0 0 0
"609" "GeneID609" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"610" "GeneID610" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"611" "GeneID611" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"612" "GeneID612" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"613" "GeneID613" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"614" "GeneID614" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"615" "GeneID615" 3 1 0 3 15 6 7 68 0 0 0 0 0 0 0 0
"616" "GeneID616" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"617" "GeneID617" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"618" "GeneID618" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"619" "GeneID619" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"620" "GeneID620" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"621" "GeneID621" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"622" "GeneID622" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"623" "GeneID623" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"624" "GeneID624" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"625" "GeneID625" 0 0 0 0 1 4 1 7 0 0 0 0 0 0 0 0
"626" "GeneID626" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"627" "GeneID627" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"628" "GeneID628" 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"629" "GeneID629" 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"630" "GeneID630" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"631" "GeneID631" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"632" "GeneID632" 0 0 0 0 0 0 2 6 0 0 0 0 0 0 0 0
"633" "GeneID633" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"634" "GeneID634" 1 0 0 0 5 16 9 10 0 0 0 0 0 0 1 0
"635" "GeneID635" 0 0 0 0 1 20 15 12 1 0 0 0 0 1 0 0
